comment,created,author,extra_relation,update_type,ticket
"Lejla, look at this, I found it when searching shareholders, there is some difference on the ownership between the document you find.
http://www.proff.no/roller/adc-holding-as/lillehammer/-/Z0IC33RL/. There are some more companies. 
",2014-12-25 14:27:58.513760,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJm94AIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ5YMGDA
"Hi Kristi,

yes, there is difference but the document I attached here is more recent.
I'll  try to find Cupizinco Holdings for you so that we can determine the final beneficial owner of ADC Holdings.
",2015-01-06 11:33:40.252380,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ5YMGDA
,2015-01-06 13:56:41.247820,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyIwsSBlRpY2tldBiJ5YMGDAsSDFRpY2tldENoYXJnZRjyogQM,charge,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ5YMGDA
"WIll be great, thanks Lejla.",2015-01-06 12:10:43.621040,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJm94AIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ5YMGDA
Shareholder is DELTA PARTNERS FUND COMPANY BSC from Bahrain. Hamoud will try to track its ownership structure.,2015-01-06 12:26:51.052340,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ5YMGDA
"Hi Kristi,

the majority owner of the Bahrain Company is a company from Dubai:
owner is company from Dubai Delta Partners FZ LLC

We will try to track down the minority shareholders and the ownership of this Dubai company.

We'll let you know.",2015-01-06 13:58:54.669540,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ5YMGDA
"Hi Kristi,

in the .rar file you can find details (links from the .pdf file Delta Partners Fund Company)",2015-01-06 14:34:56.333390,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ5YMGDA
,2015-01-09 14:09:47.608630,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ5YMGDA
,2014-12-18 16:01:20.235160,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGNmD_AYM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJnYYGDA
,2014-12-20 11:35:34.414990,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJnYYGDA
,2014-12-20 11:35:34.688560,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJnYYGDA
"Hi

Can you send us the list of debtors by Sanusi and names of any suspected elites. 

The Contract Oil Lifting deals represent a big aspect of shell companies - is this part of the story? 

Khadija ",2014-12-21 13:06:56.258800,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJnYYGDA
"Hi Nick

I've started on this. Let me know if there are any names in particular you prefer focus on.

Khadija",2015-01-14 16:12:55.711780,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJnYYGDA
"Hello - here are some elements:

BANK DEFAULTERS

https://www.facebook.com/notes/nigeriansfornigeriaorg/why-we-published-bank-debtors-list-sanusi/131974090810

http://www.vanguardngr.com/2009/10/cbn-releases-fresh-list-of-bank-debtors/

http://www.cenbank.org/Out/publications/pressRelease/GOV/2009/ADVERTORIAL2.pdf

http://www.reuters.com/article/2009/08/20/nigeria-banks-idUSLJ55050320090820



OIL SUBSIDY

http://saharareporters.com/sites/default/files/ribadu-report.pdf 

Farouk Lawan report http://www.africa-confidential.com/resources/1/uploads/documents/Farouk_Lawan_Subsidy_Probe_Report.pdf

Let me know if you cant see that last one.",2015-01-15 10:20:45.568720,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGNmD_AYM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJnYYGDA
,2014-12-19 14:15:59.485070,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGOmboAEM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZ64YGDA
,2014-12-23 13:27:19.006000,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZ64YGDA
,2014-12-23 13:28:40.707600,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZ64YGDA
"Hi dear,

could you please send me the exact mailing address where you'd like to receive company records from Gibraltar.
It will be much faster if they send it directly to you than if they send it to Bosnia.

After you receive them, you'll need to scan them and send them to me ;)

Best,

Lejla",2014-12-23 13:30:35.430360,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZ64YGDA
,2015-01-09 14:21:29.719650,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZ64YGDA
,2015-01-09 14:21:30.070390,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZ64YGDA
,2014-12-19 14:17:30.265320,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGOmboAEM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpuYcGDA
,2014-12-23 13:23:51.129840,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpuYcGDA
,2014-12-23 13:24:09.480230,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpuYcGDA
,2014-12-23 13:24:57.743180,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpuYcGDA
,2015-01-09 14:59:37.759370,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGMmdlQEM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
,2015-01-12 08:22:14.000600,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
"Zdravo,

firma ELW Global Logistics postoji u Južnoj Africi. Zamolit ću kolegicu koja tamo radi da nam pomogne, a u međuvremenu ovdje možeš naći profil firme sa Orbisa (koji je opća baza podataka o firmama iz cijelog svijeta).

Ono što je najvažnije je da je Orbis pokazao da u Bijeljini postoji firma ELW Global Balkan Bijeljina d.o.o.
Puno su veće šanse da će se svi detalji o firmi iz Afrike vidjeti ako zatražiš uvid u kompletan file u Bijeljini nego što se može vidjeti u Africi.

Firma jeste registrovana i u Dubaiju, ali je njeno sjedište u bescarinskoj zoni Jumeirah Lake Towers odakle nikada nismo uspjeli dobiti bilo kakve podatke o firmi.

Orbis je pokazao da su direktori firme u JAR Christopher Michael Miller i Nicholas James Vaughan Miller, ali u ovom trenutku o njima ne znam ništa više.

Firma sa imenom ELW Global UK Ltd registrovana je i u Velikoj Britaniji. Njen konačni vlasnik je firma Alexander Global Holdings is Ujedinjenih Arapskih Emirata i nisam još uspjela utvrditi ima li neke direktne veze sa Afričkom firmom.

Moj je konačni savjet da se prvo provjeri firma iz Bijeljine, pa ako ništa ne pokaže, možemo nastaviti pokušavati dalje.

Pozdrav,

Lejla",2015-01-12 08:44:34.469890,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
,2015-01-12 08:45:09.621210,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
,2015-01-12 08:46:13.927120,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
"Ok, hvala na savjetu i trudu, Javim ti šta smo uradili, šta i kako dalje ćemo radimo.
Cheers!",2015-01-12 09:35:35.965390,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGMmdlQEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
"WFA directors same as ELW. WFA entity also connects to another Water Filtration Africa. The addresses (business) lead to accountants, a medical aid firm etc. No substantial presence as listed. Please check on the internet. I can have someone visit the sites if you prefer. Vaughan lists UK address. ",2015-01-13 18:04:48.208440,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
See Bosnia competition authority doc.,2015-01-13 18:37:47.763010,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
ELW Senegal is interesting,2015-01-13 18:20:58.738930,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
Please study the shipping records of ELW Bosnia re: South Africa and Belgium.,2015-01-13 18:33:10.101550,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
,2015-01-14 06:39:21.275540,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
Message for researchers,2015-01-15 10:50:49.777290,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGMmdlQEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
"Thank you all, Lejla and Khadija for your efforts!",2015-01-15 10:53:05.541470,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGMmdlQEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
,2015-01-15 11:14:15.088330,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi5wIoGDA
,2014-09-17 08:05:19.222140,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGKnn6QMM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ_KUGDA
,2014-09-17 09:16:37.686890,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ_KUGDA
,2014-09-17 09:16:38.228870,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ_KUGDA
,2014-09-17 10:24:48.174210,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPmX5QEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ_KUGDA
All available information provided.,2014-09-17 10:25:23.089300,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ_KUGDA
,2014-10-01 10:51:36.336380,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGInR6QIM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
,2014-10-01 10:57:20.801660,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
,2014-10-01 10:57:21.063040,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
"Dear Ana, 

You can find Lisaos Ventures company records attached here. I hope it will help you in your investigation. If you need anything else, let us know.

Cheers,
Dragana",2014-10-06 16:45:45.020670,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPmX5QEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
,2014-10-06 16:48:08.833370,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPmX5QEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
"Hello, 
Unfortunately, because I am really tired I deleted the item by mistake. Can you please help me and attach it again? Or maybe you can send it to me by email ana.poenariu@gmail.com
Thousands of sorry!",2014-10-07 20:34:11.039930,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGInR6QIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
"Dear Ana,

No problem. I uploaded documents again. When you download it, let us know.

All the best,
Dragana",2014-10-20 17:51:09.655350,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPmX5QEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
"Hello Dragana, 
Thanks for the docs!",2014-10-22 10:43:22.414290,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGInR6QIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
,2014-12-10 20:17:50.707470,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyIwsSBlRpY2tldBjZgqkGDAsSDFRpY2tldENoYXJnZRiB8QQM,charge,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
,2014-12-10 20:25:46.641570,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyIwsSBlRpY2tldBjZgqkGDAsSDFRpY2tldENoYXJnZRihjQYM,charge,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
,2014-12-10 20:26:34.713290,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,paid,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
,2014-12-10 20:26:52.726170,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZgqkGDA
,2014-10-07 07:50:18.371560,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGIm7mgMM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5nqoGDA
,2014-10-15 08:12:03.952050,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5nqoGDA
,2014-10-15 08:13:05.631340,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5nqoGDA
,2014-10-15 08:15:26.023580,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5nqoGDA
,2014-10-10 08:17:10.447860,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGInzqwUM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZu6sGDA
,2015-01-05 15:04:33.078770,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZu6sGDA
,2015-01-05 15:04:33.483210,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZu6sGDA
"Hi Alex,

Unfortunately, it is impossible to obtain any records from Seychelles. 

best, Miranda 
",2015-01-06 12:38:09.538120,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZu6sGDA
,2015-01-06 12:38:13.288580,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZu6sGDA
,2014-10-27 13:12:45.602260,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGLmFBgw,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3q8GDA
,2014-10-27 13:14:26.862620,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3q8GDA
"Hi Natalie,

could you please check the name of this one? It doesn't appear in the registry at all.

Thank you!

Lejla",2014-12-11 15:02:29.180670,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3q8GDA
"Hi Natalie,

here it is. Thank you for helping us out ;)

https://www.dropbox.com/s/q98bbuuufk660i9/Caddoa%20Ltd.zip?dl=0",2014-12-12 09:34:40.769180,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3q8GDA
,2014-12-12 09:34:59.239820,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyIwsSBlRpY2tldBiJ3q8GDAsSDFRpY2tldENoYXJnZRjBuAIM,charge,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3q8GDA
,2014-12-12 09:35:07.806910,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,paid,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3q8GDA
,2014-12-12 09:35:12.835760,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3q8GDA
,2014-10-27 13:23:00.505850,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGLmFBgw,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiK3q8GDA
,2014-11-03 11:13:28.940260,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiK3q8GDA
,2014-11-03 11:13:29.151320,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiK3q8GDA
