blog_post,government_db,registration_required,video_url,url,country,db_type,agency,paid,notes
,True,False,,http://merek-indonesia.dgip.go.id/,ID,ip,Directorate General of Intellectual Property Rights Ministry of Law and Human Rights,False,
,True,False,,http://www.patent.justice.gov.il/MojHeb/RashamHaPtentim,IL,ip,Israel Patent Office Ministry of Justice,False,
,True,False,,http://www.eccourts.org/antigua/judicialofficers.html,AG,court,Antigua and Barbuda Supreme Court,False,Website down. 
,True,False,,http://www.uibm.gov.it/,IT,ip,Italian Patent and Trademark Office Directorate General of Combating Counterfeiting Ministry of Economic Development,False,
,True,False,,http://www.jipo.gov.jm/,JM,ip,Jamaica Intellectual Property Office (JIPO),False,
,True,False,,http://www.jpo.go.jp/,JP,ip,"Japan Patent Office (JPO), Ministry of Economy, Trade and Industry (METI)",False,
,True,False,,http://www.mit.gov.jo/,JO,ip,Industrial Property Protection Directorate Ministry of Industry and Trade,False,
,True,False,,http://www.csjn.gov.ar/,AR,court,Argentina Supreme Court,False,
,False,False,,http://www.austlii.edu.au/au/cases/cth/FCAFC/#nt,AU,court,Australia  Federal Court,False,From 2002-2013
,False,False,,http://www.financialsecrecyindex.com/,GLOBAL,regulatory,Financial Secrecy Index,False,Legal and Financial opacity reports on global secrecy jurisdictions. 
,True,False,,http://www.ris.bka.gv.at/,AT,court,Austria Supreme Court,False,
,True,False,,http://www.court.by/en,BY,court,Supreme Court of Belarus,False,
,True,False,,http://www.cass.be/,BE,court,Supreme Court of Belgium,False,
,True,False,,http://www.cour-cassation.gov.bf/,BF,court,Supreme Court of Burkina Faso,False,
,True,False,,http://www.belize.gov.bz/library/delivering_justice/welcome.shtml,BZ,court,Supreme Court of Belize,False,
,True,False,,http://www.stf.jus.br/portal/principal/principal.asp,BR,court,Supreme Court of Brazil,False,
,True,False,,http://www.vks.bg/english/,BG,court,Supreme Court of Bulgaria,False,
,False,False,,http://www.ecolex.org/start.php,GLOBAL,regulatory,Ecolex,False,"Court Decisions, Literature, Treaties and Legislation. Online search. Global. "
,False,False,,http://www.landmatrix.org/,GLOBAL,land,Land Matrix,False,"The Land Matrix is a global and independent land monitoring initiative that promotes transparency and accountability in decisions over land and investment. 

"
,True,False,,http://new.eur-lex.europa.eu/oj/direct-access.html,GLOBAL,gazette,EU Official Journal,False,
,True,False,,http://www.vpb.lt/,LT,ip,State Patent Bureau of the Republic of Lithuania,False,
,True,False,,http://curia.europa.eu/juris/recherche.jsf,GLOBAL,court,EU Court of Justice,False,
,False,False,,http://www.globalcourts.com/,GLOBAL,court,Global Courts,False,"Online access to filings, country-specific courts etc."
,False,False,,http://www.africanlii.org/,GLOBAL,court,African Law ,False,"Courts, laws and other legal-specific issues related to Africa."
,True,False,,http://www.ipom.mn/,MN,ip,Intellectual Property Office of Mongolia,False,
,True,False,,http://www.kazpatent.kz/index.php/kz/,KZ,ip,Committee of Intellectual Property Rights Ministry of Justice of the Republic of Kazakhstan,False,
,True,False,,http://en.gouv.mc/Government-Institutions/The-Government/Ministry-of-Finance-and-Economy/Business-Development-Agency,MC,ip,Intellectual Property Division Directorate of Economic Expansion Department of Finance and Economy,False,
,False,False,,http://www.saflii.org.za/mz/cases/MZTS/,MZ,court,Mozambique Supreme Court,False,Online access in English from 1992-2007
,True,False,,http://patent.kg/en,KG,ip,State Service of Intellectual Property and Innovation under the Government of the Kyrgyz Republic (Kyrgyzpatent),False,Website down. 
,True,False,,http://www.stea.la.wipo.net/index.html,LA,ip,"Department of Intellectual Property, Ministry of Science and Technology",False,Website down.
,True,False,,http://www.avw.llv.li/,LI,ip,Bureau of Intellectual Property Office of Economic Affairs,False,
,True,False,,http://www.lrpv.gov.lv/,LV,ip,Patent Office of the Republic of Latvia,False,
,True,False,,http://www.economy.gov.lb/,LB,ip,Office of Intellectual Property Department of Intellectual Property Directorate General of Economy and Trade Ministry of Economy and Trade,False,
,True,False,,http://www.eco.public.lu/,LU,ip,"Ministère de l'économie et du Commerce extérieur, Direction de la propriété intellectuelle",False,
,True,False,,http://www.myipo.gov.my/,MY,ip,Intellectual Property Corporation of Malaysia,False,
,True,False,,http://www.trade.gov.mv/,MV,ip,Intellectual Property Unit Ministry of Economic Development,False,
,True,False,,http://www.cemapi.com/,ML,ip,Malian Centre for the Promotion of Industrial Property (CEMAPI) Ministry of Trade and Industry,False,
,True,False,,https://secure2.gov.mt/IPO/default.aspx?ct=2&date=17012014203338,MT,ip,"The National IP Office of Malta Commerce Department, Ministry for Fair Competition, Small Business and Consumers",False,
,True,False,,http://www.ziscg.me/,ME,ip,Intellectual Property Office of Montenegro,False,
,True,False,,http://www.gov.mu/portal/site/mfasite/menuitem.d26b8c9d73facdfda4522e10a0208a0c/,MU,ip,Industrial Property Office (IPO) Regional Integration and International Trade Ministry of Foreign Affairs,False,
,True,False,,http://www.impi.gob.mx/,MX,ip,Mexican Institute of Industrial Property,False,
,True,False,,http://www.ipi.gov.mz/,MZ,ip,Industrial Property Institute (IPI) Ministry of Industry and Commerce,False,
,True,False,,http://droit.francophonie.org/doc/html/cf/jug/cs/fr/,CF,court,Supreme Court of Central African Republic,False,Website is down.
,True,False,,http://doind.gov.np/index.php,NP,ip,Department of Industry  Ministry of Industry,False,Website down. 
,True,False,,http://english.rvo.nl/,NL,ip,NL Patent Office  NL Agency  Ministry of Economic Affairs,False,
,True,False,,http://www.iponz.govt.nz/cms,NZ,ip,"Intellectual Property Office of New Zealand (IPONZ)  Ministry of Business, Innovation and Employment",False,
,True,False,,http://www.mific.gob.ni/REGISTRODELAPROPIEDADINTELECTUAL/tabid/110/language/es-NI/Default.aspx,NI,ip,"Intellectual Property Registry (RPI)  Ministry of Development, Industry and Trade (MIFIC)",False,
,True,False,,http://www.ipopng.gov.pg/,PG,ip,Intellectual Property Office of Papua New Guinea (IPOPNG),False,
,True,False,,http://www.patentstyret.no/,NO,ip,Patentstyret (Norwegian Industrial Property Office),False,
,True,False,,http://www.osim.ro/,RO,ip,State Office for Inventions and Trademarks,False,
,True,False,,http://www.oepm.es/es/index.html,ES,ip,"Ministry of Industry, Energy and Tourism  Spanish Patent and Trademark Office",False,
,True,False,,http://www.gccpo.org/,GLOBAL,regional,Patent Office of the Cooperation Council for the Arab States of the Gulf,False,
,True,False,,http://www.mocioman.gov.om/,OM,ip,Intellectual Property Department  Ministry of Commerce and Industry,False,
,True,False,,http://agepi.gov.md/,MD,ip,State Agency on Intellectual Property (AGEPI),False,
,True,False,,http://www.cipo.gov.vc/,VC,ip,Commerce and Intellectual Property Office,False,
,True,False,,http://www.ipos.gov.sg/,SG,ip,Intellectual Property Office of Singapore (IPOS),False,
,True,False,,http://www.pacra.org.zm/,ZM,ip,"Ministry of Industry and Trade, General Department for Intellectual Property Protection",False,
,True,False,,http://www.ipo.gov.pk/,PK,ip,Intellectual Property Organization of Pakistan (IPO-Pakistan),False,
,True,False,,http://www.kipo.go.kr/kpo/user.tdf?a=user.main.MainApp,KR,ip,Korean Intellectual Property Office (KIPO),False,
,True,False,,http://www.ipsudan.gov.sd/,SD,ip,Registrar General of Intellectual Property  Ministry of Justice,False,Website down.
,True,False,,http://www.ipthailand.go.th/ipthailand/index.php?lang=en,TH,ip,Department of Intellectual Property (DIP)  Ministry of Commerce,False,
,True,False,,http://www.ippo.gov.mk/MK/Index_mk.aspx,MK,ip,State Office of Industrial Property (SOIP),False,
,True,False,,https://www.digerpi.gob.pa/,PA,ip,Directorate General of the Industrial Property Registry  Ministry of Commerce and Industries,False,
,True,False,,http://www.mj.gov.tl/,TL,ip,National Director of Human Rights and Citizenship  Ministry of Justice,False,
,True,False,,http://www.economy.gov.ae/Arabic/Pages/default.aspx,AE,ip,Department of Industrial Property  Ministry of Economy,False,
,False,False,,http://infocube.ch/en,CH,business,Infocube.ch,False,"Available for free: search by company name, data not always updated to the most recent changes. 
More advanced searches and in-depth documentation can be obtained for a small monthly subscription fee.
"
,True,False,,http://www.mic.gov.py/v1/index.php,PY,ip,Ministry of Industry and Trade  Directorate General of Intellectual Property,False,
,True,False,,http://www.indecopi.gob.pe/0/home.aspx?PFL=0&ARE=0,PE,ip,"Presidency of the Council of Ministers (PCM),  National Institute for the Defense of Competition and Intellectual Property Protection (INDECOPI)",False,
,True,False,,http://www.ncpi.tj/index2.php,TJ,ip,National Center for Patents and Information (NCPI)  Ministry of Economic Development and Trade,False,
,True,False,,http://www.ipophil.gov.ph/index.php,PH,ip,Intellectual Property Office of Philippines (IPOPHIL),False,
,True,False,,http://www.mlci.gov.to/?page_id=1042,TO,ip,"The Registry & Intellectual Property Office (RIPO)  Ministry of Labour, Commerce and Industries",False,
,True,False,,"http://www.uprp.pl/strona-glowna/Menu01,9,0,index,pl/",PL,ip,http://www.ipophil.gov.ph/index.php,False,
,True,False,,http://www.ipo.gov.uk/,GB,ip,Intellectual Property Office  Information Centre,False,
,True,False,,http://www.noip.gov.vn/,VN,ip,"National Office of Intellectual Property (NOIP)  Ministry of Science, Technology and the Environment",False,
,True,False,,http://www.eapo.org/en/,GLOBAL,regional,Eurasian Patent Organization	,False,
,False,True,,https://www.teledata.ch/index_e.php,LI,commercial,Teledata,True,"Available: search by name of company or person in databases from Switzerland and Liechtenstein.  It provides detailed information from financial institutions, official registries and other public administration departments including links to politicians, detailed financial status and reports, birth dates, addresses."
,True,False,,http://www.marcasepatentes.pt/index.php?section=1,PT,ip,Portuguese Institute of Industrial Property  Ministry of Justice,False,
,True,False,,http://www.rupto.ru/en_site/index_en.htm,RU,ip,Federal Service for Intellectual Property (ROSPATENT),False,
,True,False,,http://sips.gov.ua/en/index.html,UA,ip,State Intellectual Property Service of Ukraine (SIPS),False,
,True,False,,http://senapi-stp.net/spip.php?rubrique1,ST,ip,Industrial Property National Service (SENAPI)  Directorate of Industry  Ministry of Planning and Development,False,
,True,False,,http://www.spo.gov.sy/,SY,ip,Directorate of Commercial and Industrial Property Protection (DCIP) ,False,
,True,False,,http://www.aspit.sn/,SN,ip,"Senegalese Agency of Industrial Property and Innovation Techologique (ASPIT)  Ministry of Trade, Industry and Handicraft",False,
,True,False,,http://www.sapi.gob.ve/,VE,ip,Autonomous Service of Intellectual Property (SAPI)  Ministry of Popular Power for Trade,False,
,True,False,,http://www.zis.gov.rs/pocetna.1.html,RS,ip,Intellectual Property Office of the Republic of Serbia,False,
,True,False,,http://www.upv.sk/,SK,ip,Industrial Property Office of the Slovak Republic,False,
,True,False,,http://www.uil-sipo.si/,SI,ip,Slovenian Intellectual Property Office (SIPO)  Ministry of Economic Development and Technology,False,
,True,False,,https://www.ige.ch/,CH,ip,Swiss Federal Institute of Intellectual Property,False,
,True,False,,http://www.ippo.gov.mk/MK/Index_mk.aspx,MK,ip,State Office of Industrial Property (SOIP),False,
,True,False,,http://www.prv.se/,SE,ip,Swedish Patent and Registration Office (SPRO),False,
,False,False,,http://www.search.ch/,CH,land,Search.ch,False,Available: search by address to identify how many companies are registered at the same location.
,True,False,,http://www.innorpi.tn/Fra/accueil_46_4,TN,ip,National Institute for Standardization and Industrial Property (INNORPI)  Ministry of Industry and Technology,False,
,True,False,,http://www.tpe.gov.tr/portal/default.jsp,TR,ip,Turkish Patent Institute,False,
,True,False,,http://www.yipo.gov.ye/,YE,ip,"Ministry of Industry and Trade, General Department for Intellectual Property Protection",False,
,True,False,,http://www.brela-tz.org/index.php,TZ,ip,Business Registrations and Licensing Agency (BRELA)  Ministry of Industry and Trade,False,
,True,False,,http://www.ima.uz/ru/,UZ,ip,Agency on Intellectual Property of the Republic of Uzbekistan,False,
,False,True,,https://www.teledata.ch/index_e.php,CH,commercial,Teledata,True,"Available: search by name of company or person in databases from Switzerland and Liechtenstein.  It provides detailed information from financial institutions, official registries and other public administration departments including links to politicians, detailed financial status and reports, birth dates, addresses."
,True,False,,http://www.uspto.gov/,US,ip,United States Department of Commerce  United States Patent and Trademark Office (USPTO),False,
,True,False,,http://www.epo.org/,GLOBAL,regional,European Patent Organisation,False,
,True,False,,https://www.boip.int/wps/portal/site/home/!ut/p/a1/fY67DsIwFEO_JmuuS2gpbCkTj1aIBciCCgQIj7RKAxF_T5EYGABvlo6tQ4qWpGx5N4fSm8qWl1dXyXo4z0YyiySQZz2McjmeFNNCpDPQgtRfpC_eAH5EgsakzObKw_bKwYFuBwJx3I1EIkSaIG4tVtJuRHog5fReO-34zbVyR-_rAQNDCIEHU1fcWM-wM05vfeUeDNoytGjDT0397eZYNZ6Wn3Oqz-d97uPVE6vL4pw!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,GLOBAL,regional,Benelux Office for Intellectual Property,False,
,True,False,,http://www.oapi.int/,GLOBAL,regional,African Intellectual Property Organization,False,
,True,False,,"http://www.miem.gub.uy/gxpsites/hgxpp001?5,9,127,O,S,0,MNU;E;30;7;MNU;,",UY,ip,"National Directorate of Industrial Property  Ministry of Industry, Energy and Mining",False,Website down.
,True,False,,https://oami.europa.eu/ohimportal/en/,GLOBAL,regional,EU Office for Harmonization in the Internal Market (Trade Marks and Designs),False,
,True,False,,http://www.aripo.org/,GLOBAL,regional,African Regional Intellectual Property Organization,False,
,True,False,,http://www.upov.int/portal/index.html.en,GLOBAL,regional,International Union for the Protection of New Varieties of Plants,False,
,False,True,,http://www.monetas.ch/,CH,business,Monetas.ch,False,"Available for free: search by company and person's name, basic current information and records, users can also visualize the connections. More data can be obtained with a free registration."
,False,False,,http://www.local.ch/,CH,land,Local.ch,False,Available: search by address to identify how many companies are registered at the same location.
,True,True,,http://bstger.ch/,CH,court,Bundesstrafgericht - the federal criminal court,False,"Available: the cases of the federal criminal court are accessible for everyone on: http://bstger.weblaw.ch/index.php. In order to access the complete court records, journalists must send a letter requesting accreditation with the institution. Once accreditation is obtained, the federal criminal court provides detailed files based on specific case requests. "
,True,True,,http://www.bger.ch/,CH,court,Bundesgericht - the supreme court of Switzerland,False,"In order to access the court records journalists must send a letter requesting accreditation with the institution. Once accreditation is obtained, basic information about ongoing and closed court cases can be accessed online while the Supreme  Court provides additional detailed files based on specific case requests. "
,True,False,,http://www.siem.gob.mx/siem/portal/consultas/ligas.asp?Tem=1,MX,business,Ministry of Economy,False,
,True,False,,http://www.guatecompras.gt/proveedores/busquedaProvee.aspx,GT,business,GuateCompras,False,List of companies licensed to sell in Guatemala state. 
,True,False,,http://vuiapp.mific.gob.ni/,NI,business,Ministry of Industry,False,Search is not available
,True,False,,https://www.rnpdigital.com/shopping/login.jspx,CR,business,National Register,False,"Some company information available by additional parameters requests
(online registration). "
,True,False,,http://www.flcourts.org/courts/dca/dca.shtml,US,court,Florida District Courts of Appeal,False,"Available: a search for court cases in Florida district courts with some original documents available for download. Search by: attorney, case number, party name"
,True,False,,https://www2.miami-dadeclerk.com/civil/Search.aspx,US,court,Miami-Dade County,False,"Available: search for court cases in county court with some original documents available for download. Search by: party name, local case number, state case number"
,True,False,,http://registry.faa.gov/aircraftinquiry/,GLOBAL,commercial,FAA Aircraft Registry,False,
,False,True,,http://www.einforma.com/,ES,commercial,E Informa,True,"Available: search by name of company, person, registration number. Users need to create an account. Account holders can download the first 5 records for free. Usually records cost up to 10 EUR."
,False,False,,http://www.seylii.org/,SC,court,SEYLII - Seychelles Legal Information Institute,False,"Available for free: lists and sometimes documentation of court cases from Seychelles Constitutional Court, Court of Appeal and Supreme Court. The website also indexes law reports, government notices and cause lists. "
,True,False,,http://www.ktimatologio.gr/sites/en/Pages/Default.aspx,GR,land,National Cadastre and Mapping Agency SA,False,No information available online.
,False,True,,http://www.trademap.org/,GLOBAL,commercial,Trade Map,False,
,False,False,,http://www.landings.com/evird.acgi$pass*193800885!_h-www.landings.com/_landings/pages/search/reg-world.html,GLOBAL,commercial,Landings Aviation Search Global,False,
,False,False,,http://www.infomarin.info/,,maritime,Infomarin,False,Shipping database. 
,False,False,,http://otvorenesudy.sk/,SK,court,Open Courts,False,"It provides scraped and re-indexed data from the Ministry of Justice on court decisions, hearings, profiles of judges and other useful judicial information."
,True,False,,http://www.justice.gov.sk/,SK,court,Ministry of Justice - Court Records,False,Provides access to court judgements and decisions
,True,False,,http://infojuridica.procuraduria-admon.gob.pa/Infojuridica/,PA,regulatory,Procuraduría de la Administración,False,Sistema de Información de Normas y Afectaciones Panameñas de la Procuraduría de la Administración.
,True,False,,http://www.gacetaoficial.gov.py/,PY,gazette,Gaceta Oficial,False,
,True,False,,http://www.dei.gob.hn/website/?cat=12&title=Transparencia%20&lang=es,HN,land_tribunal,Dirección Ejecutiva de Ingresos,False,
,True,False,,https://www.contrataciones.gov.py/,PY,commercial,Dirección Nacional de Contrataciones,False,
,True,False,,"http://www.sfp.gov.py/sfp/?node=page,440",PY,regulatory,Secretaría de la Función Pública,False,
,True,False,,http://www.injupemp.org/transparencia/index.php?option=com_content&view=article&id=202&Itemid=349,HN,gazette,Diario Oficial La Gaceta,False,
,True,False,,http://www.iaip.gob.hn/,HN,regulatory,Instituto de Acceso a la Información Pública,False,
,True,False,,http://www.poderjudicial.es/search/indexAN.jsp,ES,court,Consejo General del Poder Judicial,True,A search of judges and cases is available by the number of judgment.
,True,True,,http://www.institucional.jucesp.sp.gov.br,BR,business,Junta comercial de São Paulo,False,Business Registry. Registration required. 
,True,False,,"http://www.dgi.gub.uy/wdgi/page?2,principal,DireccionGeneralImpositiva,O,es,0",UY,land_tribunal,Dirección General Impositiva,False,Regulatory Agency. 
,True,False,,http://www.afip.gob.ar/home/index.html,AR,regulatory,Afip- Administración Federal de Ingresos Públicos,False,Task agency. 
,True,False,,http://portal.sat.gob.gt/sitio/,GT,regulatory,Superintendencia de Administración Tributaria,False,Register required. Government agency for tax. 
,True,False,,https://www.rgp.org.gt/,GT,land,Registro de la Propiedad,False,Register required. 
,False,True,,http://165.98.134.194:8080/,NI,business,Bolsa Agropecuaria de Nicaragua,False,
,False,False,,http://bolsanic.com/,NI,business,Bolsa de Valores de Nicaragua,False,
,False,False,,http://www.bvnsa.com.gt/bvnsa/index.php,GT,business,Bolsa de Valores de Guatemala,False,
,False,False,,http://www.bolsacr.com/principal/,CR,business,Bolsa de Comercio de Costa Rica,False,
,False,False,,https://www.bolsadevalores.com.sv/,SV,business,Bolsa de Valores de El Salvador,False,
,False,False,,http://www.panabolsa.com/es/,,business,Bolsa de Valores de Panamá,False,
,False,False,,http://www.caracasstock.com/esp/index.jsp,VE,business,Caracas Stock Change,False,
,False,False,,http://www.panabolsa.com/es/,PA,business,Bolsa de Valores de Panamá,False,
,False,False,,http://www.bolsadequito.info/,EC,land_tribunal,Bolsa de Valores de Quito,False,
,False,False,,http://www.bolsadevaloresguayaquil.com/,EC,business,Bolsa de Valores de Guayaquil,False,
,False,False,,http://www.bpvb.gob.ve/,VE,business,Bolsa Pública de Valores Bicentenaria,False,
,False,False,,http://www.bvl.com.pe/,PE,business,Bolsa de Valores de Lima,False,
,False,False,,https://www.bbv.com.bo/,BO,business,Bolsa Boliviana de Valores,False,
,False,False,,http://www.bvm.com.uy/frontend50/page.aspx,UY,business,Bolsa de Valores de Montevideo,False,
,False,False,,https://web.bevsa.com.uy/BEVSAIntranet2008/inicio/default.aspx,UY,business,Bolsa Electrónica de Valores del Uruguay,False,
,False,False,,http://www.bvpasa.com.py/,PY,business,Bolsa de Valores y Productos de Asunción,False,
,False,False,,http://www.bolsadesantiago.com/index.aspx,CL,business,Bolsa de Comercio de Santiago,False,
,False,False,,http://www.gasci.com/,GY,business,Guyana Stock Exchange,False,
,False,False,,https://www.israelbizreg.com/,IL,business,Israel Company Profiles,False,"The only English language index of Israeli companies.
Updated approximately every six months. It does not include previous names of companies."
,False,False,,http://w2.brreg.no/kunngjoring/index.jsp?spraak=en,NO,gazette,The Brønnøysund Register Centre,False,
,False,False,,http://www.nevo.co.il/,IL,court,Nevo,False,Available only in Hebrew. Some information on court records and procedures.
,True,False,,https://lexbase.se,SE,court,Lexbase,False,Public information about companies and individuals in the Swedish courts
,True,False,,https://wyszukiwarkaregon.stat.gov.pl/appBIR/index.aspx,PL,regulatory,Central Statistics Agency,False,
,True,False,,http://bip.ms.gov.pl/pl/rejestry-i-ewidencje/,PL,business,Ministry of Justice,False,Available: basic company information
,True,True,,https://www.jerseyfsc.org/registry/documentsearch/NameSearch.aspx,JE,business,JFSC Companies Registry ,True,Available: detailed company information and original company records
,True,False,,http://tsc.gob.sv/,SV,court,Tribunal del Servicio Civil,False,Public Justice Registry. Search available. 
,True,False,,http://snit.mtps.gob.sv/catalogos/home.seam,SV,regulatory,Sistema Nacional de Inspección de Trabajo,False,Available: information about companies + labour report. 
,True,False,,http://www.transparenciaactiva.gob.sv/,SV,regulatory,Transparencia Activa,False,
,True,False,,http://www.gacetaoficial.gob.pa/,PA,gazette,Gaceta oficial,False,Habilitada la descarga de la Gaceta Oficial con todos los decretos presidenciales. 
,True,False,,http://www.bcr.gob.sv/esp/,SV,business,Banco Central de Reserva de El Salvador,False,Acceso a Bases de Datos Económicas y de Comercio Exterior. 
,True,False,,http://www.saren.gob.ve/index.php/login/precalculo-de-tramites/registros-mercantiles,VE,court,Servicio Autónomo de Registros y Notarías,False,No está habilitada la búsqueda. 
,True,False,,http://www.honducompras.gob.hn/Proveedores/Default.aspx,HN,business,HonduCompras,False,"Proveedores del Estado. Búsqueda por nombre, sector o razón social."
,True,False,,http://www.chilecompra.cl/,CL,business,Dirección Chile Compra,False,Proveedores del Estado. 
,True,False,,http://www.registromercantil.gob.gt/econsultas/,GT,business,Registro Mercantil,False,No es posible hacer consultas online. Solo usuarios registrados.
,True,False,,http://www.jurisprudencia.gob.sv/visormlx/,SV,court,Corte Suprema de Justicia ,False,Centro de Documentación Judicial. 
,True,False,,http://lagaceta.gob.ni/,NI,gazette,La Gaceta,False,Daily official gazete. Available: download. 
,True,False,,https://www.hacienda.go.cr/scripts/criiiext.dll?UTILREQ=BUSQUEDAPROVEEDORES,CR,business,Registro de Proveedores del Estado,False,"Consulta de proveedores por: identificación, nombre, tipo y estado. "
,True,False,,http://www.imprentanacional.gob.sv/,SV,gazette,Diario Oficial de El Salvador,False,Daily official gazete. Available: download. 
,True,False,,http://anda.inec.gob.ec/anda/index.php/catalog/110/accesspolicy/,EC,business,Instituto Nacional de Estadísticas y Censos,False,Directorio de Empresas y Establecimientos. No está disponible online. 
,True,False,,http://audiencias.jgm.gob.ar/registrodeaudiencias/searchjgm.php?,AR,regulatory,Presidencia de la Nación,False,"Registry of Public Hearing. Avaiable search by key word, name of public servant, others. "
,True,False,,http://www.comprasal.gob.sv/moddiv/HTML/index.jsp?page=1,SV,business,CompraSal,False,Proveedores del Estado.
,False,False,,http://www.sbif.cl/sbifweb/servlet/Portada?indice=0.0,CL,business,Superintendencia de Bancos e Instituciones Financieras,False,Listed publicly-traded companies. 
,False,False,,http://www.icpcredit.com/index.asp,GLOBAL,business,International Company Profile,False,Available: Search for an International Credit Status Report.
,False,False,,http://www.sunat.gob.pe/cl-ti-itmrconsruc/jcrS00Alias,,business,Superintendencia de Aduanas y Administración Tributaria,False,"Habilitada búsqueda por RUC, nombre o razón social. Exige ingreso de código para acceder a resultados. "
,True,False,,http://eur-lex.europa.eu/oj/direct-access.html;ELX_SESSIONID=qHMtTjqV0pprjlL8DyhDTMQTqLwWLGl6vqvQJLDHQyGBDds8knnv!1968996778?locale=es,EUROPE,gazette,Diario Oficial de la Unión Europea,False,
,True,False,,http://www.boletinoficial.gov.ar/Inicio/Index.castle,AR,gazette,Presidencia de la Nación,False,Daily offcial gazzete. Avaiable: download. 
,True,False,,http://www.impo.com.uy/,UY,gazette,Diario Oficial de Uruguay,False,
,True,False,,http://www.sunat.gob.pe/#,PE,business,Superintendencia Nacional de Aduanas y Administración Tributaria,False,
,True,False,,http://www.portaltransparencia.gov.br/,BR,business,Portal de Transparencia,False,Budget and financial execution of the federal government. Searche available. 
,False,False,,http://www.organojudicial.gob.pa/servicios/consultas/,PA,court,Court Registry,False,"Available: a search for court cases with some original documents available for download. Search by: attorney, case number, party name. "
,False,False,,http://testing.poderopedia.org/svs_mapper/svs,CL,business,SVS Mapper,False,"Mapping Entities using the Scrapping data from the SVS.cl.
Available: search and list of companies. "
,True,False,,http://www.pj.gov.py/contenido/154-direccion-general-de-los-registros-publicos/154,PY,land_tribunal,Corte Suprema de Justicia ,False,"Personas jurídicas. Registro Público de Comercio, de Bienes muebles e inmuebles. No está habilitada la búsqueda online. "
,False,False,,http://publicrecords.onlinesearches.com/aircraft.htm,US,commercial,Free Aircraft Registration Database,False,Determine the owner name and location for a U.S. or Canadian Aircraft. Find aircraft owned by businesses or individuals. Available search. 
,True,True,,https://www.e-taxes.gov.az/ebyn/commersialChecker.jsp,AZ,business,Ministry of Taxes of Azerbaijan,False,Available: search by name (in capital letters) and by company number.
,True,False,,http://www.gacetaoficial.cu/,CU,gazette,Gaceta Oficial de Cuba,False,
,True,False,,https://sites.google.com/site/cnetrupc/rupc,MX,business,Registro Único de Proveedores y Contratistas,False,
,False,False,,http://www.spoke.com/,GLOBAL,business,Spoke,False,Business information. Search online available.
,True,False,,https://portalmns.mu/,MU,commercial,Ministry of Finance and Economic Development,True,"Free search by name and date of registration is available.
Basic company records also available for purchase"
,True,False,,http://www6.vid.gov.lv/vid_pdb/vad,LV,regulatory,The State Revenue Service,False,Full database of public officials' property
,True,False,,https://www.comprasestatales.gub.uy/rupe/clientes/publicos/BusquedaPublicaDeProveedoresCliente.jsf,UY,business,Agencia de Compras y Contrataciones del Estado,False,Registro Único de Proveedores. Búsqueda online por número de identificación o denominación social (actividad-sector).
,True,False,,http://www.diariooficial.interior.gob.cl/,CL,gazette,Diario Oficial de Chile,False,Daily official gazete. Available: download. 
,False,False,,http://datospublicos.gov.ar/,,ip,National Government Data,False,Open Data Catalog. 
,True,False,,http://www.cgu.gov.br/,BR,regulatory,Contraladoria-Geral da Union,False,
,True,False,,http://www.gacetajuridica.com.pe/servicios/normasdeldia.php,PE,gazette,Gaceta Jurídica,False,
,True,False,,http://www.receita.fazenda.gov.br/,BR,regulatory,Secretaria da Receita Federal do Brasil,False,Brazilian Tax Administration. 
,True,False,,http://portaltransparencia.gob.mx/pot/fichaOpenData.do?method=fichaOpenData&fraccion=contrato,MX,regulatory,Instituto Federal de Acceso a la Información y Protección de Datos (IFAI),False,http://portaltransparencia.gob.mx/pot/fichaOpenData.do?method=fichaOpenData&fraccion=contrato
,True,False,,http://gsxt.saic.gov.cn/,CN,business,State Administration for Industry and Commerce,False,
,True,False,,http://infoutil.gobiernoabierto.gob.sv/solvent_companies,SV,business,InfoÚtil Gobierno Abierto,False,Listado de empresas solventes con el Instituto Salvadoreño del Seguro Social (ISSS).
,True,False,,http://www.dof.gob.mx/,MX,gazette,Diario Oficial de la Federación,False,Daily official gazete. Available: download. 
,False,False,,http://www.sunarp.gob.pe/RelacionS_01.asp ,PE,business,Superintendencia Nacional de los Registros Públicos,False,Directorio Nacional de Personas Jurídicas. Habilitada la búsqueda por sigla o razón/denominación. 
,False,False,,http://www.hoovers.com/,GLOBAL,commercial,Hoovers,True,Companies data bases. Available by Paid Subscription.
,False,False,,http://www.fundempresa.org.bo/registro-de-comercio-de-bolivia/como-inscribir-una-empresa-en-bolivia/ ,BO,business,Fundempresa,False,"Registro de Comercio de Bolivia. Habilitada consulta de empresas Ingresar a consulta de empresas por nombre, palabra clave, matrícula, número de identificación o licencia de funcionamiento."
,False,False,,http://www.panadata.net/,PA,business,Panadata,False,Public database. Available: search by company name or company's official. 
,False,True,,http://www.manta.com/,GLOBAL,business,Manta,False,Online directory with information of small business. 
,False,False,,http://www.companyinfo.ge/en/,GE,commercial,CompanyInfo.ge,False,"A scraped database of companies searchable by company name, directors and shareholders, company ID etc.
Database will be updated from time to time."
,True,False,,https://marangatu.set.gov.py/eset/perfilPublicoContribIService.do,PY,business,26. Sistema de Gestión Tributaria,False,
